public_reference,price_euro,engine_size,engine_size_cc,fuel_type,transmission,mileage_km,colour,make,model,registration_year,sale_city,sale_county,seller_type,nct,tax,seats,doors,body_type,owners,condition,registration
202208259123932,55500,2.0,2000,Diesel,Automatic,1500,Black,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,222D13460
202207298255145,55500,2.0,2000,Diesel,Automatic,1000,Grey,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,,Saloon,1,Used,222D9435
202210040392430,55250,2.0,2000,Diesel,Automatic,21,Black,Audi,A6,2022,Dublin 18,Dublin,Trade,,,,5,Saloon,1,Used,222D18630
202204144660305,79950,3.0,3000,Diesel,Automatic,9754,Black,Audi,A6,2022,Waterford,Waterford,Trade,,,,4,Saloon,,Used,221D25115
202210100585800,79900,2.0,2000,Petrol Plug-in Hybrid,Automatic,4432,Grey,Audi,A6 Avant,2022,Ballybrit,Galway,Trade,2026-05-01,,,5,Estate,1,Used,221D27919
202208068525710,69900,2.0,2000,Petrol Plug-in Hybrid,Automatic,9999,Grey,AUDI,A6,2022,Dublin 6,Dublin,Trade,2026-03-01,,5,4,Saloon,1,Used,RO22HGL
202206106670776,69900,2.0,2000,Petrol Plug-in Hybrid,Automatic,8999,Black,AUDI,A6,2022,Dublin 6,Dublin,Trade,2026-03-01,,5,4,Saloon,1,Used,FD71LGA
202209029382745,65950,2.0,2000,Diesel,Automatic,8875,Black,Audi,A6,2022,Athlone,Westmeath,Trade,2026-03-01,,,5,Saloon,1,Used,221D22081
202206237092292,65945,2.0,2000,Diesel,Automatic,4300,Grey,Audi,A6,2022,Tallaght,Dublin,Trade,,,5,4,Saloon,1,Used,PF71SNJ
202206166854095,64950,2.0,2000,Diesel,Automatic,5999,Silver,AUDI,A6,2022,Dublin 6,Dublin,Trade,2026-01-01,,5,4,Saloon,1,Used,221D32730
202111089343455,64750,2.0,2000,Diesel,Automatic,14210,Red,Audi,A6,2022,Ballybrit,Galway,Trade,2026-02-01,,,5,Saloon,1,Used,221G1987
202209019330446,62975,2.0,2000,Diesel,Automatic,7007,Blue,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,Saloon,1,Used,221D16309
202210070507954,61975,2.0,2000,Diesel,Automatic,20479,Silver,Audi,A6,2022,Wexford Town,Wexford,Trade,,,,5,Saloon,1,Used,221D15475
202210060458694,61000,2.0,2000,Diesel,Automatic,16000,Black,Audi,A6,2022,,Offaly,Private,2026-01-30,€140 (Band A1),,4,Saloon,1,Used,221D32767
202209290248921,61000,2.0,2000,Diesel,Automatic,5500,Grey,Audi,A6,2021,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,221D26862
202207117671216,59999,2.0,2000,Diesel,Automatic,8641,Black,Audi,A6,2022,Dublin 18,Dublin,Trade,2026-05-01,,,5,Saloon,1,Used,221D28643
202210180843151,59950,2.0,2000,Diesel,Automatic,25240,Grey,Audi,A6,2022,Waterford,Waterford,Trade,2026-03-01,,,5,Saloon,1,Used,221D22983
202210170820336,59950,2.0,2000,Diesel,Automatic,21589,Grey,Audi,A6,2022,Waterford,Waterford,Trade,2026-02-01,,,5,Saloon,1,Used,221D15582
202210030357968,59275,2.0,2000,Diesel,Automatic,22501,Grey,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,4,Saloon,1,Used,221D13443
202209290220958,58675,2.0,2000,Diesel,Automatic,25702,Blue,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,4,Saloon,1,Used,221D15803
202210120659280,58475,2.0,2000,Diesel,Automatic,27482,Grey,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,Saloon,1,Used,221D15808
202210120659279,58475,2.0,2000,Diesel,Automatic,26960,Black,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,Saloon,1,Used,221D15805
202204134634702,57995,2.0,2000,Diesel,Automatic,5643,Black,Audi,A6,2022,Bishopstown,Cork,Trade,2026-03-01,,,5,Saloon,1,Used,221C8027
202209270146590,57975,2.0,2000,Diesel,Automatic,33493,Grey,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,Saloon,1,Used,221D13445
202210070507952,57975,2.0,2000,Diesel,Automatic,28363,Grey,Audi,A6,2022,Wexford Town,Wexford,Trade,2026-02-01,,,5,Saloon,1,Used,221D15804
202205035292071,57000,2.0,2000,Diesel,Automatic,4000,Brown,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,221D26709
202207228028271,56950,2.0,2000,Diesel,Automatic,16995,Grey,Audi,A6,2022,Sligo,Sligo,Trade,2026-01-01,,,4,Saloon,1,Used,221D6969
202205125613280,56000,2.0,2000,Diesel,Automatic,800,Silver,Audi,A6,2022,Drogheda,Louth,Trade,,,,5,Saloon,1,Used,221D26854
202210150760364,55900,2.0,2000,Diesel,Automatic,16039,Blue,Audi,A6,2022,Ballybrit,Galway,Trade,,,,4,Saloon,1,Used,AJ71OHF
202203233866050,55900,2.0,2000,Diesel,Automatic,3500,Brown,Audi,A6,2022,Limerick,Limerick,Trade,,,,5,Saloon,1,Used,221D16386
202206106662677,55900,2.0,2000,Diesel,Automatic,2500,Brown,Audi,A6,2022,Limerick,Limerick,Trade,,,,5,Saloon,1,Used,221D26707
202203223839029,55500,2.0,2000,Diesel,Automatic,9000,Grey,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,221D16316
202203033153683,55500,2.0,2000,Diesel,Automatic,6500,Silver,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,221D16302
202205035292063,55500,2.0,2000,Diesel,Automatic,3000,Grey,Audi,A6,2022,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,221D26861
202210050447488,64950,2.0,2000,Diesel,Automatic,12650,Silver,Audi,A6,2021,Waterford,Waterford,Trade,2025-07-01,,5,4,Saloon,1,Used,212D4633
202205115597015,64450,2.0,2000,Diesel,Automatic,16461,Red,Audi,A6,2021,Letterkenny,Donegal,Trade,2025-08-01,,,4,Estate,1,Used,212D17466
202204144672657,59950,2.0,2000,Diesel,Automatic,29330,Grey,Audi,A6,2021,Naas,Kildare,Trade,2025-08-01,,,4,Saloon,1,Used,212KE1741
202204024224410,59950,2.0,2000,Petrol Plug-in Hybrid,Automatic,24000,Black,Audi,A6,2021,Dublin 7,Dublin,Trade,,,,,Saloon,,Used,FM21CFV
202207308298191,59950,2.0,2000,Diesel Hybrid,Automatic,20097,Grey,Audi,A6,2021,Tipperary,Tipperary,Trade,,,,4,Saloon,1,Used,VK71BYS
202111269985589,59950,2.0,2000,Diesel,Automatic,12058,Black,Audi,A6,2021,Naas,Kildare,Trade,,,5,4,Saloon,1,Used,212KE2431
202203304113535,58950,2.0,2000,Diesel,Automatic,18243,Black,Audi,A6,2021,Drogheda,Louth,Trade,,,4,4,Saloon,,Used,212LH066504
202206307330000,58945,2.0,2000,Diesel,Automatic,11950,Grey,Audi,A6,2021,Tallaght,Dublin,Trade,,,5,4,Saloon,2,Used,CK71GVV
202209290248860,58675,2.0,2000,Diesel,Automatic,39431,Blue,Audi,A6,2021,Wexford Town,Wexford,Trade,2025-07-01,,5,4,Saloon,1,Used,212D9328
202205195865382,57950,2.0,2000,Petrol Plug-in Hybrid,Automatic,7258,White,Audi,A6,2021,Stillorgan,Dublin,Trade,2025-09-01,,5,4,Saloon,1,Used,212D23301
202208269168792,55950,2.0,2000,Diesel,Automatic,38052,Blue,Audi,A6,2021,Oranmore,Galway,Trade,2025-07-01,,5,4,Saloon,2,Used,212G253
202210040395064,53950,2.0,2000,Diesel,Automatic,38379,Black,AUDI,A6,2021,Long Mile Road,Dublin,Trade,2025-07-01,,5,4,Saloon,1,Used,212D21324
202201151379970,52900,2.0,2000,Diesel,Automatic,30000,Grey,Audi,A6,2021,Waterford Road,Kilkenny,Trade,2025-07-01,,5,4,Saloon,1,Used,212D7676
202108075969057,48900,2.0,2000,Diesel,Automatic,21000,Grey,Audi,A6,2021,Limerick,Limerick,Trade,,,5,4,Saloon,1,Used,212D13846
202207157831538,48475,2.0,2000,Diesel,Automatic,41206,Grey,Audi,A6,2021,Wexford Town,Wexford,Trade,2025-07-01,,5,4,Saloon,1,Used,212D7295
202204224918538,48000,2.0,2000,Diesel,Automatic,16000,Grey,Audi,A6,2021,Limerick,Limerick,Trade,,,5,4,Saloon,1,Used,212D13845
202112210721538,63845,2.0,2000,Petrol Hybrid,Automatic,20155,Black,Audi,A6,2021,"Wexford Town,",Wexford,Trade,,,,4,Saloon,1,Used,FG21BLF
202210210958206,61950,2.0,2000,Diesel,Automatic,22500,Grey,Audi,A6,2021,Sandyford,Dublin,Trade,2025-02-01,,5,5,Estate,2,Used,211D15867
202209199906529,59995,2.0,2000,Diesel,Automatic,20000,Grey,Audi,A6,2021,,Wicklow,Private,2025-02-22,€280 (Band C2),5,5,Estate,2,Used,211D15867
202206046466041,59995,2.0,2000,Petrol Plug-in Hybrid,Automatic,9656,Grey,Audi,A6,2021,Dublin 13,Dublin,Trade,2025-06-01,,5,4,Saloon,1,Used,211D34262
202207238060961,59950,2.0,2000,Diesel,Automatic,20921,Black,Audi,A6,2021,Waterford,Waterford,Trade,,,,4,Saloon,1,Used,RF70HFD
202210110621890,59900,2.0,2000,Diesel,Automatic,32888,Black,Audi,A6 Avant,2021,Ballybrit,Galway,Trade,,,,5,Estate,1,Used,HJ21RZN
202206156820347,58950,2.0,2000,Petrol Hybrid,Automatic,13085,Silver,Audi,A6,2021,Wexford Town,Wexford,Trade,,,,4,Saloon,2,Used,LS21FUP
202206277205345,58890,2.0,2000,Petrol Plug-in Hybrid,Automatic,7292,Blue,Audi,A6,2021,Dublin 12,Dublin,Trade,2025-02-01,,,4,Saloon,1,Used,211D13939
202209240079843,57950,2.0,2000,Diesel,Automatic,27359,Grey,Audi,A6,2021,Waterford,Waterford,Trade,,,,4,Saloon,1,Used,WF21UHV
202208249090041,56000,2.0,2000,Diesel,Automatic,54166,Grey,Audi,A6,2021,Dublin 11,Dublin,Trade,2025-04-01,,5,4,Saloon,2,Used,211D26663
202209159793251,55950,2.0,2000,Petrol Plug-in Hybrid,Automatic,18000,Blue,Audi,A6,2021,Naas,Kildare,Trade,2025-01-01,,,4,Saloon,2,Used,211KE1316
202210180852327,54900,2.0,2000,Diesel,Automatic,30255,Grey,AUDI,A6,2021,Moate,Westmeath,Trade,,,5,4,Saloon,1,Used,LO21WUK
202207157826176,54900,2.0,2000,Diesel,Automatic,30255,Grey,Audi,A6,2021,Carlow,Carlow,Trade,,,5,4,Saloon,1,Used,LO21WUK
202209209936549,54500,2.0,2000,Diesel,Automatic,24740,Grey,Audi,A6,2021,Tralee,Kerry,Trade,2025-04-01,,5,4,Saloon,1,Used,211D25176
202207288240105,54000,2.0,2000,Diesel,Automatic,17320,Grey,Audi,A6,2021,Dublin 11,Dublin,Trade,2025-04-01,,5,4,Saloon,2,Used,211D25604
202205205932422,53900,2.0,2000,Diesel,Automatic,27100,Blue,Audi,A6,2021,Limerick,Limerick,Trade,2025-01-01,,5,4,Saloon,1,Used,211L756
202204134634710,51995,2.0,2000,Diesel,Automatic,16758,Black,Audi,A6,2021,Bishopstown,Cork,Trade,2025-01-01,,5,4,Saloon,1,Used,211KY201
202209129700863,51950,2.0,2000,Diesel,Automatic,54500,Black,Audi,A6,2021,,Meath,Private,2025-03-29,€270 (Band C1),5,4,Saloon,1,Used,211MH2238
202210170807634,49945,2.0,2000,Diesel,Automatic,38000,Silver,Audi,A6,2021,Tallaght,Dublin,Trade,2025-02-01,,5,4,Saloon,2,Used,211D16895
202208038426394,48950,2.0,2000,Diesel,Automatic,56482,Blue,Audi,A6,2021,,Galway,Private,2025-01-01,€270 (Band C1),,4,Saloon,1,Used,YM70GVW
202210130686094,48450,2.0,2000,Diesel,Automatic,22996,Black,Audi,A6,2021,Dublin,Dublin,Trade,2025-01-01,€270 (Band C1),5,4,Saloon,1,Used,211D9112
202204204849919,56950,2.0,2000,Diesel,Automatic,29712,Silver,Audi,A6 Avant,2020,Sligo,Sligo,Trade,2024-07-01,,5,4,Estate,3,Used,202D5120
202107305635528,53950,2.0,2000,Petrol Hybrid,Automatic,19905,Blue,Audi,A6,2020,Naas,Kildare,Trade,2024-09-01,,,4,Saloon,1,Used,202T1023
202204295182631,53950,2.0,2000,Petrol Plug-in Hybrid,Automatic,14001,Silver,Audi,A6,2020,Naas,Kildare,Trade,2024-12-01,,5,4,Saloon,1,Used,202D22220
202207197930919,53450,2.0,2000,Diesel,Automatic,69410,Black,Audi,A6,2020,Ballina,Mayo,Trade,2024-07-01,,5,4,Saloon,2,Used,202D10339
202207187898072,52000,2.0,2000,Petrol Hybrid,Automatic,22543,Grey,Audi,A6,2020,Limerick,Limerick,Trade,,,,4,Saloon,1,Used,MW70VWV
202209290236207,51950,2.0,2000,Diesel,Automatic,52222,Grey,Audi,A6,2020,Oranmore,Galway,Trade,,,5,4,Saloon,1,Used,MJ20UHR
202210210936912,51900,2.0,2000,Diesel,Automatic,48491,Silver,Audi,A6,2020,Ballybrit,Galway,Trade,2024-09-01,,5,4,Saloon,1,Used,202G1569
202204114542616,50995,2.0,2000,Diesel,Automatic,29014,Black,Audi,A6,2020,Cahir,Tipperary,Trade,2024-07-01,,5,4,Saloon,,Used,202D9739
202202262967312,49950,2.0,2000,Petrol Plug-in Hybrid,Automatic,40000,Grey,Audi,A6,2020,Tallaght,Dublin,Trade,2024-10-01,,,4,Saloon,1,Used,202D18088
202209220002696,49900,2.0,2000,Diesel,Automatic,57000,Grey,Audi,A6,2020,Limerick,Limerick,Trade,2024-08-01,,5,4,Saloon,1,Used,202D12605
202207238073719,49900,2.0,2000,Petrol Hybrid,Automatic,16093,Blue,AUDI,A6,2020,Dublin 12,Dublin,Trade,2024-12-01,,5,4,Saloon,1,Used,202D020J
202207238066482,49900,2.0,2000,Petrol Plug-in Hybrid,Automatic,16093,Blue,AUDI,A6,2020,Dublin 12,Dublin,Trade,2024-12-01,,5,4,Saloon,1,Used,MW70VWC
202208028402914,48450,2.0,2000,Petrol Plug-in Hybrid,Automatic,32144,Black,Audi,A6,2020,Wexford Town,Wexford,Trade,,,,4,Saloon,1,Used,202D22427
202208098629902,47950,2.0,2000,Diesel,Automatic,22777,Grey,Audi,A6,2020,Dublin 12,Dublin,Trade,2024-09-01,,5,4,Saloon,2,Used,202D15524
202204285132842,47500,2.0,2000,Diesel,Automatic,35380,Grey,Audi,A6,2020,Limerick,Limerick,Trade,2024-07-01,,5,4,Saloon,2,Used,202D2922
202205256107805,46899,2.0,1968,Diesel,Automatic,28000,Black,Audi,A6,2020,Dublin 15,Dublin,Trade,2024-07-31,€200 (Band A4),5,4,Saloon,1,Used,202D8310
202209139733049,45995,2.0,2000,Diesel,Automatic,44200,Grey,Audi,A6,2020,Drogheda,Louth,Trade,2024-07-01,,5,4,Saloon,1,Used,202LH176
202209300268373,44995,2.0,1968,Diesel,Automatic,68000,Black,Audi,A6,2020,Mullingar,Westmeath,Trade,2024-07-31,€200 (Band A4),5,4,Saloon,1,Used,202WX512
202208249080243,44950,2.0,2000,Diesel,Automatic,113930,Grey,Audi,A6,2020,Athlone,Westmeath,Trade,2024-07-01,,5,4,Saloon,1,Used,202D4600
202208098613452,42950,2.0,2000,Diesel,Automatic,93339,White,Audi,A6,2020,Ardrahan,Galway,Trade,2024-08-01,€400 (Band C),5,4,Saloon,1,Used,201D3A
202209079530249,55950,2.0,2000,Diesel,Automatic,27996,Grey,Audi,A6 Avant,2020,Ballina,Mayo,Trade,2024-01-01,,5,5,Estate,1,Used,201D28368
202209079542766,55850,2.0,2000,Diesel,Automatic,27452,Black,Audi,A6 Avant,2020,Ballina,Mayo,Trade,2024-01-01,,5,5,Estate,1,Used,201MO1599
202208108653920,54995,2.0,2000,Diesel Hybrid,Automatic,45305,Grey,Audi,A6 Avant,2020,Dublin 11,Dublin,Trade,,,,5,Estate,1,Used,DU20ORX
202210170809392,54995,2.0,2000,Diesel,Automatic,43288,Black,Audi,A6,2020,Ballybrit,Galway,Trade,2024-02-01,,5,,Estate,1,Used,201D28318
202202262982488,54950,2.0,2000,Diesel,Automatic,55002,White,Audi,A6,2020,Ballina,Mayo,Trade,2024-06-01,,5,4,Saloon,2,Used,201D27595
202204144672651,54950,2.0,2000,Diesel Hybrid,Automatic,19706,Blue,Audi,A6,2020,Naas,Kildare,Trade,,,,4,Saloon,1,Used,GV69XHW
202209300288247,54900,2.0,2000,Diesel,Automatic,69000,Black,Audi,A6,2020,Sandyford,Dublin,Trade,2024-03-01,,5,5,Estate,1,Used,201D28476
202210070496782,54500,2.0,2000,Diesel,Automatic,51924,Grey,Audi,A6,2020,Oranmore,Galway,Trade,,,5,5,Estate,1,Used,CP69MVW
202208098607801,52995,2.0,2000,Diesel,Automatic,25159,Grey,Audi,A6,2020,Wexford Town,Wexford,Trade,2024-01-01,,5,4,Saloon,2,Used,201D8880
202204234961317,52900,2.0,2000,Diesel,Automatic,38351,Navy,Audi,A6,2020,Dublin 15,Dublin,Trade,,,,5,Saloon,1,Used,056562
202206026413912,51950,2.0,2000,Diesel,Automatic,68610,Grey,Audi,A6,2020,Naas,Kildare,Trade,2024-02-01,,5,4,Saloon,1,Used,201CW640
202203233865335,51850,2.0,2000,Diesel Hybrid,Automatic,28089,Grey,Audi,A6,2020,Ballina,Mayo,Trade,,,,4,Saloon,1,Used,YK20XHX
202208319291404,50899,2.0,2000,Diesel,Automatic,54716,Grey,Audi,A6,2020,Collooney,Sligo,Trade,,,5,4,Saloon,1,Used,BJ20BHD
202203153569005,49995,2.0,2000,Diesel Hybrid,Automatic,85096,Grey,Audi,A6,2020,Dublin 11,Dublin,Trade,,,,4,Saloon,1,Used,PGZ7667
202208048483296,49995,2.0,1968,Diesel,Automatic,28000,White,Audi,A6,2020,Dublin 16,Dublin,Trade,,€200 (Band A4),5,4,Saloon,1,Used,201D29823
202208108654026,49250,2.0,2000,Diesel,Automatic,51740,Grey,Audi,A6,2020,Dublin 11,Dublin,Trade,2024-01-01,,5,4,Saloon,2,Used,201D4528
202203043193804,48950,2.0,2000,Diesel,Automatic,73130,Silver,Audi,A6,2020,Athlone,Westmeath,Trade,2024-01-01,,5,4,Saloon,1,Used,201D688
202208279196143,48950,2.0,2000,Diesel,Automatic,57999,Blue,AUDI,A6,2020,Dublin 6,Dublin,Trade,2024-01-01,,5,4,Saloon,1,Used,MD69GSY
202210210946135,48900,2.0,2000,Diesel,Automatic,44433,Navy,Audi,A6,2020,Ballybrit,Galway,Trade,,,,4,Saloon,1,Used,LR20DGX
202207117681949,47950,2.0,2000,Diesel,Automatic,45363,Black,Audi,A6,2020,Naas,Kildare,Trade,2024-03-01,,5,4,Saloon,1,Used,201KE3060
202205276242716,47900,2.0,2000,Diesel,Automatic,51000,Blue,Audi,A6,2020,Limerick,Limerick,Trade,2024-06-01,,5,4,Saloon,1,Used,201L2742
202209089578821,46995,2.0,2000,Diesel,Automatic,53046,Black,Audi,A6,2020,Bishopstown,Cork,Trade,2024-01-01,,5,4,Saloon,2,Used,201C4256
202208038440711,46995,2.0,2000,Diesel,Automatic,46285,Blue,Audi,A6,2020,Bishopstown,Cork,Trade,2024-01-01,,5,4,Saloon,2,Used,201L568
202205115596905,45995,2.0,2000,Diesel,Automatic,71655,Black,Audi,A6,2020,Bishopstown,Cork,Trade,2024-01-01,,5,4,Saloon,1,Used,201C2786
202208249101279,45950,2.0,2000,Diesel,Automatic,133525,Silver,Audi,A6,2020,Athlone,Westmeath,Trade,2024-03-01,,5,4,Saloon,1,Used,201D24028
202204074414202,45950,2.0,2000,Diesel,Automatic,106695,Blue,Audi,A6,2020,Athlone,Westmeath,Trade,2024-01-01,,5,4,Saloon,1,Used,201KY30
202202152586397,45950,2.0,2000,Diesel,Automatic,55252,White,Audi,A6,2020,Ballina,Mayo,Trade,,,5,4,Saloon,1,Used,201D17846
202205125621602,45800,2.0,2000,Diesel,Automatic,47474,White,Audi,A6,2020,Carlow,Carlow,Trade,,,5,4,Saloon,1,Used,YA69RXV
202111159604532,45800,2.0,2000,Diesel,Automatic,47474,White,AUDI,A6,2020,Moate,Westmeath,Trade,,,5,4,Saloon,1,Used,YA69RXV
202207197921102,45400,2.0,2000,Diesel,Automatic,46670,Black,Audi,A6,2020,Carlow,Carlow,Trade,,,5,4,Saloon,1,Used,HJ20TLO
202207217992286,44995,2.0,2000,Diesel,Automatic,98957,Blue,Audi,A6,2020,Bishopstown,Cork,Trade,2024-05-01,,5,4,Saloon,1,Used,201CE1519
202205286262586,44950,2.0,1968,Diesel,Automatic,106000,Black,Audi,A6,2020,Bluebell,Dublin,Trade,2024-02-29,€200 (Band A4),5,4,Saloon,1,Used,201D20067
202203143553769,44900,2.0,2000,Diesel,Automatic,36000,Black,Audi,A6,2020,Limerick,Limerick,Trade,2024-02-01,,5,4,Saloon,2,Used,201D20233
202210100575472,44500,2.0,1968,Diesel,Automatic,28000,Grey,Audi,A6,2020,Enniscorthy,Wexford,Trade,2024-03-31,€200 (Band A4),5,4,Saloon,1,Used,201WX1639
202209220014140,43950,2.0,2000,Diesel,Automatic,80425,Black,Audi,A6,2020,Athlone,Westmeath,Trade,2024-01-01,,5,4,Saloon,2,Used,201D12150
202207047446412,43900,2.0,2000,Diesel,Automatic,38000,Black,Audi,A6,2020,Limerick,Limerick,Trade,2024-06-01,,5,4,Saloon,1,Used,201C9005
202207197941439,42999,2.0,2000,Diesel,Automatic,63731,Blue,Audi,A6,2020,Dublin 18,Dublin,Trade,2024-01-01,,5,4,Saloon,2,Used,201D11736
202204194812057,42950,2.0,2000,Diesel,Automatic,125925,Blue,Audi,A6,2020,Athlone,Westmeath,Trade,2024-03-01,,5,4,Saloon,1,Used,201G3006
202208158811483,49950,2.0,2000,Diesel,Automatic,19604,Black,Audi,A6,2019,Dublin 18,Dublin,Trade,2023-10-01,,5,4,Estate,1,Used,192WW874
202210130694660,47950,3.0,3000,Diesel,Automatic,49793,Blue,Audi,A6,2019,Naas,Kildare,Trade,2023-07-01,,5,4,Saloon,2,Used,192D11251
202209129672370,45500,2.0,2000,Diesel,Automatic,67191,Black,Audi,A6,2019,Dublin 11,Dublin,Trade,2023-07-01,,5,4,Saloon,1,Used,192MH733
202207228036652,45450,2.0,2000,Diesel,Automatic,57272,Grey,Audi,A6,2019,Sligo,Sligo,Trade,2023-08-01,,5,4,Saloon,1,Used,192LD212
202209280194914,44995,2.0,2000,Diesel,Automatic,78000,Black,Audi,A6,2019,Cahir,Tipperary,Trade,2023-07-01,,5,4,Saloon,,Used,192T163
202210200902187,43995,2.0,2000,Diesel,Automatic,83500,Black,Audi,A6,2019,,Meath,Trade,2023-08-08,€200 (Band A4),5,4,Saloon,2,Used,192D25977
202206227043953,43950,2.0,2000,Diesel,Automatic,75420,Black,Audi,A6,2019,Athlone,Westmeath,Trade,2023-10-01,,5,4,Saloon,2,Used,192WH650
202206287243342,43950,2.0,2000,Diesel,Automatic,71225,Grey,Audi,A6,2019,Athlone,Westmeath,Trade,2023-08-01,,5,4,Saloon,1,Used,192WH732
202210140720729,43950,2.0,2000,Diesel,Automatic,36550,Grey,Audi,A6,2019,Naas,Kildare,Trade,2023-07-01,,5,4,Saloon,1,Used,192WW487
202112010120168,43945,2.0,2000,Diesel,Automatic,42968,Grey,Audi,A6,2019,"Wexford Town,",Wexford,Trade,,,,4,Saloon,1,Used,MT69MGY
202204044277824,42950,2.0,2000,Diesel,Automatic,47868,Black,Audi,A6,2019,Naas,Kildare,Trade,2023-07-01,,5,4,Saloon,2,Used,192KE882
202204074427403,42950,2.0,2000,Diesel,Automatic,44340,Black,Audi,A6,2019,Naas,Kildare,Trade,2023-10-01,,5,4,Saloon,2,Used,192D23039
202210140733033,42500,2.0,2000,Diesel,Automatic,122000,Black,Audi,A6,2019,,Galway,Private,2023-07-04,€200 (Band A4),5,4,Saloon,1,Used,192G1729
202210090552631,42500,2.0,2000,Diesel,Automatic,98290,Blue,Audi,A6,2019,Clonmel,Tipperary,Trade,2023-08-01,,5,4,Saloon,1,Used,192C3616
202205205920716,42500,2.0,2000,Diesel,Automatic,75889,Black,Audi,A6 Avant,2019,Limerick,Limerick,Trade,2023-08-01,,5,,Estate,1,Used,192G1795
202210220968917,40950,2.0,2000,Diesel,Automatic,44000,Black,Audi,A6,2019,Ballina,Mayo,Trade,2023-07-01,,5,4,Saloon,2,Used,192D5511
202210070508261,40850,2.0,2000,Diesel,Automatic,62214,Grey,Audi,A6,2019,Sandyford,Dublin,Trade,2023-07-01,,5,4,Saloon,1,Used,192KE191
202208048465862,39950,2.0,2000,Diesel,Automatic,69597,Black,Audi,A6,2019,Sligo,Sligo,Trade,2023-07-01,,5,4,Saloon,2,Used,192D12547
202209019319178,38950,2.0,2000,Diesel,Automatic,156495,Grey,AUDI,A6,2019,Long Mile Road,Dublin,Trade,2023-08-01,,5,4,Saloon,1,Used,192C3615
202208229026306,32950,2.0,2000,Diesel,Automatic,195000,Grey,Audi,A6,2019,Clondalkin,Dublin,Trade,2023-06-01,,5,4,Estate,1,Used,192D2156
202210040394334,31950,2.0,2000,Diesel,Automatic,167000,Grey,Audi,A6,2019,Clondalkin,Dublin,Trade,2023-06-01,,5,4,Saloon,1,Used,192D657
202209089572175,54950,3.0,2967,Diesel,Automatic,96558,White,Audi,A6,2019,Dublin 8,Dublin,Trade,2023-02-28,€400 (Band C),5,4,Saloon,1,Used,191D999
202209139719751,49950,3.0,3000,Diesel,Automatic,60000,Black,Audi,A6,2019,Ballinhassig,Cork,Trade,2023-01-01,,5,5,Estate,1,Used,191D13999
202210180850058,48000,3.0,3000,Diesel,Automatic,97000,Black,Audi,A6,2019,,Kilkenny,Private,2023-01-09,€400 (Band C),5,4,Saloon,2,Used,191KK2026
202208058495979,47000,3.0,3000,Diesel,Automatic,89000,Black,Audi,A6,2019,,Louth,Private,2023-01-09,€600 (Band D),5,4,Saloon,1,Used,191D46557
202209139732980,47000,2.0,2000,Diesel,Automatic,39126,Grey,Audi,A6 Avant,2019,Dublin 11,Dublin,Trade,2023-01-01,,5,4,Estate,2,Used,191D9326
202209029382757,46995,2.0,2000,Diesel,Automatic,102368,Grey,Audi,A6 Avant,2019,Dublin 11,Dublin,Trade,2023-04-01,,5,5,Estate,1,Used,191D49515
202207067513076,46950,2.0,2000,Diesel,Automatic,72917,Grey,Audi,A6,2019,Naas,Kildare,Trade,2023-01-01,,5,4,Saloon,2,Used,191KE885
202206247121934,46950,2.0,2000,Diesel,Automatic,27395,Black,Audi,A6,2019,Naas,Kildare,Trade,2023-03-01,,5,4,Saloon,1,Used,191D47061
202107114908455,46000,2.0,2000,Diesel,Automatic,64000,White,Audi,A6,2019,,Dublin,Private,2023-01-15,€270 (Band B1),5,4,Saloon,1,Used,191G832
202203063264224,45999,2.0,1968,Diesel,Automatic,53000,Black,Audi,A6,2019,Dublin 22,Dublin,Trade,2023-03-31,€200 (Band A4),5,4,Saloon,1,Used,191D49292
202203163622589,45995,2.0,2000,Diesel,Automatic,69211,White,Audi,A6 Avant,2019,Bishopstown,Cork,Trade,,,,,Estate,1,Used,191CU69309
202209220014137,45995,2.0,2000,Diesel,Automatic,58214,White,Audi,A6,2019,Bishopstown,Cork,Trade,2023-06-01,,5,4,Saloon,2,Used,191D46301
202210030355327,45950,2.0,1968,Diesel,Automatic,66000,Grey,Audi,A6,2019,Naas,Kildare,Trade,2023-04-30,€200 (Band A4),5,4,Saloon,1,Used,191KE3464
202108316829045,45950,2.0,2000,Diesel,Automatic,43194,Black,Audi,A6 Avant,2019,Naas,Kildare,Trade,,,,5,Estate,1,Used,WM19YDO
