public_reference,price_euro,engine_size,engine_size_cc,fuel_type,transmission,mileage_km,colour,make,model,registration_year,sale_city,sale_county,seller_type,nct,tax,seats,doors,body_type,owners,condition,registration
202209019328628,16750,1.4,1400,Petrol,Automatic,52151,Blue,AUDI,A1,2015,Dublin 22,Dublin,Trade,2024-08-01,,5,5,Hatchback,1,Used,3324
202210080535205,16495,1.6,1600,Diesel,Manual,80000,White,Audi,A1,2015,Stillorgan,Dublin,Trade,2023-08-31,€180 (Band A2),4,5,Hatchback,3,Used,151D32060
202204214884686,16450,1.0,1000,Petrol,Automatic,101000,Black,Audi,A1,2015,Naul,Dublin,Trade,,,,,Hatchback,,Used,REF41471
202209220001448,15950,1.4,1400,Petrol,Automatic,97181,Brown,Audi,A1,2015,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,5982
202204285141884,15895,1.4,1400,Petrol,Automatic,108628,,AUDI,A1,2015,Galway,Galway,Trade,,,4,3,Hatchback,2,Used,CI-OAXOEN
202209069502096,15700,1.4,1400,Petrol,Automatic,61338,Red,AUDI,A1,2015,Dublin 22,Dublin,Trade,2024-08-01,,4,3,Hatchback,1,Used,151D56389
202209219976929,14500,1.2,1200,Petrol,Manual,146450,White,Audi,A1,2015,Co.Galway,Galway,Trade,2023-05-01,,4,2,Hatchback,2,Used,151DL61
202208058501131,13950,1.4,1400,Petrol,Automatic,66000,White,Audi,A1,2015,Baldoyle,Dublin,Trade,,€200 (Band B1),4,3,Hatchback,1,Used,1511
202209270171745,15950,1.4,1390,Petrol,Automatic,86165,Red,Audi,A1,2014,Swords,Dublin,Trade,2024-09-30,€270 (Band B1),4,5,Hatchback,1,Used,142D30475
202209029381021,14950,1.6,1600,Diesel,Manual,125999,Red,Audi,A1,2014,Dublin 12,Dublin,Trade,2024-08-01,,5,5,Hatchback,3,Used,142KE989
202210070508357,13950,1.2,1200,Petrol,Manual,140566,White,Audi,A1,2014,Ballymahon,Longford,Trade,,,,3,Hatchback,3,Used,EO64HBC
202209139731474,15999,1.4,1400,Petrol,Automatic,127869,Black,Audi,A1,2014,Cloghran,Dublin,Trade,2024-10-01,,5,4,Hatchback,1,Used,CIBVNJVS
202210190887495,15950,1.4,1390,Petrol,Automatic,103295,White,Audi,A1,2014,Dublin 11,Dublin,Trade,,€270 (Band B1),4,5,Hatchback,1,Used,141D46688
202209069501235,15900,1.4,1400,Petrol,Automatic,48415,Black,Audi,A1,2014,Mount Merrion,Dublin,Trade,2024-08-01,,4,3,Hatchback,1,Used,141D46415
202206307317852,15500,1.4,1400,Petrol,Automatic,50579,Black,Audi,A1,2014,Swords,Dublin,Trade,2024-07-01,,4,3,Hatchback,1,Used,141Q1945
202210180842572,15450,1.0,1000,Petrol,Automatic,84998,White,Audi,A1,2014,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6046
202206026421875,14995,1.4,1400,Petrol,Automatic,112385,Beige,Audi,A1,2014,Drogheda,Louth,Trade,,,4,5,Hatchback,1,Used,141LH3605
202210130703725,14950,1.2,1200,Petrol,Manual,86548,White,AUDI,A1,2014,Swords,Dublin,Trade,2022-08-01,,5,5,Hatchback,4,Used,141D21808
202208038440560,14950,1.4,1390,Petrol,Automatic,56326,Red,Audi,A1,2014,Ratoath,Meath,Trade,2024-07-31,€200 (Band A4),4,3,Hatchback,1,Used,141MH4594
202201281878163,14900,1.4,1400,Petrol,Automatic,108999,White,Audi,A1,2014,Swords,Dublin,Trade,,,4,3,Hatchback,1,Used,CILQDHCR
202207137745732,14500,1.4,1400,Petrol,Automatic,98000,Red,Audi,A1,2014,Dublin City,Dublin,Trade,,,4,5,Hatchback,1,Used,141D46325
202207017357065,13999,1.6,1600,Diesel,Manual,88117,Red,Audi,A1,2014,Dun Laoghaire,Dublin,Trade,2024-07-01,,5,4,Hatchback,5,Used,141D20317
202209039411843,13995,1.6,1600,Diesel,Manual,109143,Black,Audi,A1,2014,Limerick,Limerick,Trade,2023-06-01,,4,3,Hatchback,1,Used,141L4223
202209220001447,13950,1.4,1400,Petrol,Automatic,58999,Silver,Audi,A1,2014,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6239
202205256125663,12950,1.4,1400,Petrol,Automatic,107999,White,Audi,A1,2014,Dublin 10,Dublin,Trade,2024-05-01,,5,5,Hatchback,,Used,141D46149
202206307317849,16500,1.4,1400,Petrol,Automatic,90200,Silver,Audi,A1,2013,Swords,Dublin,Trade,2024-07-01,,5,5,Hatchback,1,Used,132D24049
202208108663021,13950,1.4,1400,Petrol,Automatic,135999,Black,Audi,A1,2013,Ashbourne,Meath,Trade,,,5,5,Hatchback,1,Used,132D24066
202210210945234,13950,1.4,1400,Petrol,Automatic,86999,Red,Audi,A1,2013,Dublin 10,Dublin,Trade,2023-05-01,,5,5,Hatchback,1,Used,132D24364
202207157831473,13000,1.6,1600,Diesel,Manual,116360,Silver,Audi,A1,2013,Co.Galway,Galway,Trade,2023-11-01,,4,4,Hatchback,3,Used,132D12728
202210150759933,12950,1.4,1400,Petrol,Automatic,58999,Red,Audi,A1,2013,Dublin,Dublin,Trade,2024-10-01,,5,5,Hatchback,1,Used,132KE2620
202209290218713,10700,1.2,1200,Petrol,Manual,148270,White,Audi,A1,2013,,Dublin,Private,2024-01-31,€200 (Band A4),4,3,Hatchback,1,Used,132D10849
202206206965384,16950,1.4,1400,Petrol,Automatic,71645,White,Audi,A1,2013,Swords,Dublin,Trade,2024-06-01,,5,5,Hatchback,1,Used,131Q4345
202208118707108,15950,1.4,1390,Petrol,Manual,96332,White,Audi,A1,2013,Ratoath,Meath,Trade,,€270 (Band B1),4,3,Hatchback,1,Used,131MH3923
202206297291337,15950,1.4,1400,Petrol,Automatic,94329,White,Audi,A1,2013,Swords,Dublin,Trade,2024-07-01,,5,5,Hatchback,1,Used,131Q4168
202208188905752,15950,1.4,1400,Petrol,Automatic,73279,White,Audi,A1,2013,Swords,Dublin,Trade,2024-08-01,,4,3,Hatchback,1,Used,131D41072
202208198950258,15950,1.4,1400,Petrol,Automatic,62047,White,Audi,A1,2013,Swords,Dublin,Trade,2022-08-01,,5,5,Hatchback,1,Used,131D41144
202209209935440,14950,1.4,1400,Petrol,Automatic,132999,White,AUDI,A1,2013,Naas Road,Dublin,Trade,2024-09-01,,5,5,Hatchback,1,Used,021185
202112300881540,14950,1.4,1400,Petrol,Automatic,71165,Red,Audi,A1,2013,Swords,Dublin,Trade,2024-02-01,,4,3,Hatchback,1,Used,131D40097
202208198950256,14950,1.4,1400,Petrol,Automatic,70635,Black,Audi,A1,2013,Swords,Dublin,Trade,2024-08-01,,5,5,Hatchback,1,Used,131D41044
202205105553550,14950,1.4,1400,Petrol,Automatic,46670,Blue,Audi,A1,2013,Ratoath,Meath,Trade,2024-05-31,,4,3,Hatchback,1,Used,131MH3894
202205316363958,14495,1.4,1400,Petrol,Automatic,114500,White,Audi,A1,2013,Dublin 22,Dublin,Trade,,,,,Hatchback,,Used,131D
202208178885534,14495,1.4,1400,Petrol,Automatic,32731,Red,Audi,A1,2013,Swords,Dublin,Trade,2024-08-01,,4,3,Hatchback,,Used,131D41066
202208038439247,13995,1.4,1400,Petrol,Automatic,88999,Red,Audi,A1,2013,Dublin,Dublin,Trade,2024-08-01,,5,5,Hatchback,1,Used,131D41180
202206166846631,13995,1.0,1000,Petrol,Automatic,83701,White,Audi,A1,2013,Dublin 5,Dublin,Trade,,,4,,Hatchback,1,Used,131D40589
202210040403713,13950,1.4,1390,Petrol,Automatic,99191,Black,Audi,A1,2013,Dun Laoghaire,Dublin,Trade,2023-07-31,€200 (Band A4),4,3,Hatchback,1,Used,131D39296
202210050445432,13950,1.4,1400,Petrol,Automatic,58999,Black,Audi,A1 Sportback,2013,Swords,Dublin,Trade,2024-11-01,,5,5,Hatchback,1,Used,131D00092
202208208979415,13900,1.4,1400,Petrol,Automatic,111999,White,Audi,A1,2013,Swords,Dublin,Trade,2024-10-01,,4,3,Hatchback,1,Used,131D00002
202209290247185,13900,1.4,1400,Petrol,Automatic,102998,Purple,Audi,A1 Sportback,2013,Swords,Dublin,Trade,2024-11-01,,5,5,Hatchback,1,Used,131D0001
202209029380946,13900,1.4,1400,Petrol,Automatic,102998,White,Audi,A1 Sportback,2013,Swords,Dublin,Trade,2024-10-01,,5,5,Hatchback,1,Used,131D000032
202208299237973,13450,1.4,1400,Petrol,Automatic,92000,Red,Audi,A1,2013,Dublin City,Dublin,Trade,,,4,5,Hatchback,1,Used,131D40949
202209220010867,13250,1.4,1400,Petrol,Automatic,97000,Black,Audi,A1,2013,,Dublin,Private,2023-09-21,€200 (Band A4),4,5,Hatchback,3,Used,131D36587
202204124569128,12999,1.6,1600,Diesel,Manual,70809,Black,Audi,A1,2013,Dublin,Dublin,Trade,2023-11-01,€180 (Band A2),5,5,Hatchback,2,Used,131D36864
202206297280101,12950,1.4,1400,Petrol,Automatic,134999,Red,Audi,A1,2013,Dublin 10,Dublin,Trade,2024-07-01,,5,5,Hatchback,1,Used,131D40663
202208259132245,12900,1.4,1400,Petrol,Automatic,91827,Red,AUDI,A1,2013,Dublin 22,Dublin,Trade,2023-08-01,,5,5,Hatchback,1,Used,3318
202209079540217,12750,1.4,1400,Petrol,Automatic,121649,Red,AUDI,A1,2013,Dublin 22,Dublin,Trade,2023-08-01,,4,3,Hatchback,1,Used,131D41134
202209219964360,12750,1.4,1400,Petrol,Automatic,70462,Brown,Audi,A1,2013,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,5342
202210100598938,12500,1.4,1400,Petrol,Automatic,110670,Black,Audi,A1,2013,,Dublin,Private,2023-10-01,€200 (Band A4),4,3,Hatchback,2,Used,131D38570
202210080536750,11950,1.4,1400,Petrol,Automatic,109999,White,Audi,A1,2013,Co Dublin,Dublin,Trade,2024-09-01,,5,5,Hatchback,1,Used,CIQWETIS
202209270169005,11950,1.6,1600,Diesel,Manual,82744,Black,Audi,A1,2013,"Goatstown, Dublin 14",Dublin,Trade,2023-06-01,,4,5,Hatchback,2,Used,131D10470
202205195878829,12995,1.4,1400,Petrol,Automatic,106000,White,Audi,A1,2012,Bray,Dublin,Trade,,,4,3,Hatchback,1,Used,12D64295
202205125636659,12950,1.2,1200,Petrol,Manual,41247,Red,Audi,A1,2012,Fermoy,Cork,Trade,2022-02-01,,4,3,Hatchback,2,Used,12WD425
202210030367670,11995,1.4,1390,Petrol,Automatic,189000,White,Audi,A1,2012,Newcastle,Dublin,Trade,2023-07-01,€200 (Band A4),4,5,Hatchback,2,Used,12D60666
202208168828900,11950,1.4,1390,Petrol,Automatic,115286,Blue,Audi,A1,2012,Dublin 11,Dublin,Trade,,€270 (Band B1),4,5,Hatchback,1,Used,12D64490
202210220975822,11950,1.0,1000,Petrol,Automatic,96508,White,Audi,A1,2012,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6451
202209220001445,11950,1.4,1400,Petrol,Automatic,32191,Black,Audi,A1,2012,Ballymount Avenue,Dublin,Trade,,,5,5,Hatchback,,Used,6260
202209079540223,11700,1.4,1400,Petrol,Automatic,67850,Silver,AUDI,A1,2012,Dublin 22,Dublin,Trade,2023-08-01,,5,5,Hatchback,1,Used,12D64560
202209169840867,11450,1.4,1400,Petrol,Manual,130353,Black,Audi,A1,2012,Ballymahon,Longford,Trade,,,,3,Hatchback,4,Used,KN62VFM
202209220001238,10995,1.4,1400,Petrol,Automatic,119999,Brown,Audi,A1,2012,Dublin,Dublin,Trade,2024-05-01,,4,3,Hatchback,2,Used,12D60188
202203153590897,10500,1.4,1400,Petrol,Automatic,120998,Red,Audi,A1,2012,Swords,Dublin,Trade,2024-04-01,,4,3,Hatchback,1,Used,12D09
202209139716830,10450,1.6,1600,Diesel,Manual,193116,Grey,Audi,A1,2012,,Carlow,Private,2023-04-29,€180 (Band A2),4,5,Hatchback,2,Used,12DL4681
202210180852317,9950,1.4,1400,Petrol,Automatic,179999,Red,AUDI,A1,2012,Naas Road,Dublin,Trade,2023-06-01,,4,3,Hatchback,2,Used,12D62159
202208168837559,9950,1.2,1197,Petrol,Manual,125815,Silver,Audi,A1,2012,Dublin 8,Dublin,Trade,2023-08-31,€200 (Band A4),4,5,Hatchback,2,Used,12W982
202207228046516,10995,1.4,1400,Petrol,Automatic,78000,Black,Audi,A1,2011,Dublin,Dublin,Trade,2023-04-01,,4,5,Hatchback,,Used,11D62799
202210210945373,9950,1.4,1400,Petrol,Automatic,137000,Red,Audi,A1,2011,Ashbourne,Meath,Trade,,,4,3,Hatchback,1,Used,11D63311
202208168847116,9750,1.4,1400,Petrol,Automatic,132999,Silver,Audi,A1,2011,Ashbourne,Meath,Trade,,,4,3,Hatchback,1,Used,11D63178
202205065411752,9500,1.4,1400,Petrol,Automatic,119999,Purple,Audi,A1,2011,Swords,Dublin,Trade,2023-06-01,,4,3,Hatchback,1,Used,11C01
202209300263477,49654,2.0,2000,Diesel,Automatic,15,Black,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#522823
202209300274770,46559,2.0,2000,Diesel,Manual,15,Red,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#522821
202209300274771,46558,2.0,2000,Diesel,Automatic,15,Grey,Audi,A3,2023,Sligo,Sligo,Trade,,,,5,Saloon,,Used,231#522822
202201131322706,46454,2.0,2000,Diesel,Manual,100,Red,Audi,A3,2023,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,231A
202209300274769,46067,2.0,2000,Diesel,Manual,15,Blue,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#522818
202210140730230,45623,2.0,2000,Diesel,Manual,15,Grey,Audi,A3,2023,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,231#523388
202209300274766,45575,2.0,2000,Diesel,Manual,15,White,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#522819
202210140730256,44630,2.0,2000,Diesel,Manual,15,White,Audi,A3,2023,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,231#523389
202210210937005,43680,1.0,1000,Petrol,Manual,15,Grey,Audi,A3,2023,Sligo,Sligo,Trade,,,,5,MPV,,Used,231#519429
202209069505639,43665,1.0,1000,Petrol,Manual,23,Blue,Audi,A3,2023,Waterford,Waterford,Trade,,,,4,Saloon,,Used,231D523209
202010215275540,43423,1.0,1000,Petrol,Manual,10,Black,Audi,A3,2023,Bishopstown,Cork,Trade,,,,5,Hatchback,,Used,231C0000
202210130684707,42235,2.0,2000,Diesel,Manual,23,Grey,Audi,A3,2023,Waterford,Waterford,Trade,,,,4,Saloon,,Used,231X521146
202210220968960,41998,2.0,2000,Diesel,Manual,0,Blue,Audi,A3,2023,Ballybrit,Galway,Trade,,,,,Saloon,,Used,231#522356
202210130684702,41584,2.0,2000,Diesel,Manual,23,Blue,Audi,A3,2023,Waterford,Waterford,Trade,,,,4,Saloon,,Used,231X522593
202010225319085,41103,2.0,2000,Diesel,Manual,0,Blue,Audi,A3,2023,Bishopstown,Cork,Trade,,,,4,Saloon,,Used,231C522996
202210120649304,41071,2.0,2000,Diesel,Manual,0,White,Audi,A3,2023,Ballybrit,Galway,Trade,,,,,Saloon,,Used,231#522342
202210220968962,40998,2.0,2000,Diesel,Manual,0,Black,Audi,A3,2023,Ballybrit,Galway,Trade,,,,,Saloon,,Used,231#522341
202210120671079,40894,2.0,2000,Diesel,Manual,23,Grey,Audi,A3,2023,Waterford,Waterford,Trade,,,,5,Hatchback,,Used,231X522347
202210120659091,40894,2.0,2000,Diesel,Manual,23,Blue,Audi,A3,2023,Waterford,Waterford,Trade,,,,5,Hatchback,,Used,231X522344
202210120671073,40839,2.0,2000,Diesel,Manual,23,Black,Audi,A3,2023,Waterford,Waterford,Trade,,,,4,Saloon,,Used,231X521144
202210140730254,40600,2.0,2000,Diesel,Manual,15,Black,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#523391
202210140730231,40600,2.0,2000,Diesel,Manual,15,White,Audi,A3,2023,Sligo,Sligo,Trade,,,,4,Saloon,,Used,231#523392
202206277204885,40379,2.0,2000,Diesel,Manual,0,Blue,Audi,A3,2023,Bishopstown,Cork,Trade,,,,5,Hatchback,,Used,231C0000
202210120671077,39909,2.0,2000,Diesel,Manual,23,Black,Audi,A3,2023,Waterford,Waterford,Trade,,,,5,Hatchback,,Used,231X522353
202210120671074,38998,1.0,1000,Petrol,Manual,23,Silver,Audi,A3,2023,Waterford,Waterford,Trade,,,,4,Saloon,,Used,231X522604
202206277204888,37208,1.0,1000,Petrol,Manual,10,White,Audi,A3,2023,Bishopstown,Cork,Trade,,,,5,Hatchback,,Used,231C0000
202204275103142,49434,1.5,1500,Petrol,Automatic,16,Black,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,222D2222
202204275103141,49084,1.5,1500,Petrol,Automatic,15,Black,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,2223333
202208269170157,48675,1.5,1500,Petrol Plug-in Hybrid,Automatic,11,Grey,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Hatchback,,Used,222D3939
202210180843569,48602,2.0,2000,Unspecified Hybrid,Automatic,11,Blue,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D7171717
202202182705959,48467,1.5,1500,Petrol,Automatic,16,Blue,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D33333
202210040408760,48275,1.0,1000,Petrol,Manual,11,Grey,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Saloon,,Used,222D017115
202204255007036,46572,2.0,2000,Diesel,Manual,21,Grey,Audi,A3,2022,Ballina,Mayo,Trade,,,,5,Hatchback,,Used,222D516006
202109297917721,46387,2.0,2000,Diesel,Manual,1,,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Saloon,,Used,222#515344
202109087134065,45868,2.0,2000,Diesel,Manual,100,White,Audi,A3,2022,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,222L
202109297917780,45680,2.0,2000,Diesel,Manual,0,White,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#520012
202205135664288,44995,2.0,2000,Diesel,Manual,2135,Blue,Audi,A3,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Hatchback,1,Used,222G986
202106103706238,44880,2.0,2000,Diesel,Manual,16,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,222D565476
202204054344408,44850,2.0,2000,Diesel,Manual,5000,Black,Audi,A3,2022,Sligo,Sligo,Trade,,,,4,Saloon,1,Used,222D8790
202210040386930,44650,1.4,1400,Petrol Plug-in Hybrid,Automatic,22,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,1,Used,222D18662
202109297917724,44540,2.0,2000,Diesel,Manual,1,Black,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Saloon,,Used,222#515342
202209139732816,44421,1.0,1000,Petrol,Manual,0,Blue,Audi,A3,2022,Ballybrit,Galway,Trade,,,,4,Saloon,1,Used,222G1660
202206076539709,44135,2.0,2000,Diesel,Manual,21,White,Audi,A3,2022,Ballina,Mayo,Trade,,,,5,Hatchback,,Used,222D516511
202111109444872,44019,2.0,2000,Diesel,Manual,15,Blue,Audi,A3,2022,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,222#516859
202101067708479,44009,1.0,1000,Petrol,Manual,0,Blue,Audi,A3,2022,Bishopstown,Cork,Trade,,,,4,Saloon,,Used,222C515025
202207278192523,43878,1.0,1000,Petrol,Manual,16,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D55566
202210050447869,43800,1.4,1400,Petrol Plug-in Hybrid,Automatic,21,Black,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,1,Used,222D18663
202111109433229,43263,1.0,1000,Petrol,Manual,15,Blue,Audi,A3,2022,Sligo,Sligo,Trade,,,,4,Saloon,,Used,222#517569
202209089567660,42875,1.5,1500,Petrol,Automatic,11,Black,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Saloon,,Used,222D331133
202208098607799,42850,2.0,2000,Diesel,Manual,3252,White,Audi,A3,2022,Ballina,Mayo,Trade,2026-07-01,,,4,Hatchback,1,Used,222D3482
202202162634579,42469,2.0,2000,Diesel,Manual,15,White,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,222D4455567
202210070508128,41999,1.0,1000,Petrol,Manual,2000,Black,Audi,A3,2022,Dublin 18,Dublin,Trade,2026-07-01,,,4,Hatchback,1,Used,222D10304
202209079542764,41995,2.0,2000,Diesel,Manual,500,White,Audi,A3,2022,Bishopstown,Cork,Trade,2026-08-01,,,4,Hatchback,1,Used,222C4473
202207298265743,41858,1.5,1500,Petrol,Manual,16,White,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D5757575
202206076550622,41568,2.0,2000,Diesel,Manual,21,Blue,Audi,A3,2022,Ballina,Mayo,Trade,,,,5,Saloon,,Used,222D520083
202209089578818,41500,1.0,1000,Petrol,Manual,500,Blue,Audi,A3,2022,Bishopstown,Cork,Trade,2026-08-01,,,4,Hatchback,1,Used,222C4472
202206026421220,41410,2.0,2000,Diesel,Manual,21,Grey,Audi,A3,2022,Ballina,Mayo,Trade,,,,5,Hatchback,,Used,222D516276
202205266183753,41342,2.0,2000,Diesel,Manual,3585,Silver,Audi,A3,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Saloon,1,Used,222G407
202205075440201,41226,2.0,2000,Diesel,Manual,0,Red,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#520599
202203093358718,40995,2.0,2000,Diesel,Manual,2354,Grey,Audi,A3,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Hatchback,1,Used,222G1188
202209089578806,40995,1.0,1000,Petrol,Manual,500,Black,Audi,A3,2022,Bishopstown,Cork,Trade,2026-07-01,,,4,Hatchback,1,Used,222C2970
202206076539712,40956,2.0,2000,Diesel,Manual,21,Black,Audi,A3,2022,Ballina,Mayo,Trade,,,,5,Saloon,,Used,222D516496
202205266183754,40659,2.0,2000,Diesel,Manual,4251,Silver,Audi,A3,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Hatchback,1,Used,222G1190
202204265038515,40622,2.0,2000,Diesel,Manual,16,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,5,Hatchback,,Used,222D4444
202208038429370,40495,2.0,2000,Diesel,Manual,15,Black,Audi,A3,2022,Sligo,Sligo,Trade,,,,5,Hatchback,,Used,222#520801
202208269149362,40375,2.0,2000,Diesel,Manual,11,Blue,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Hatchback,,Used,222D0303
202205236007926,40275,2.0,2000,Diesel,Manual,11,Grey,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,5,Hatchback,,Used,222D333
202204275103137,40124,2.0,2000,Diesel,Manual,16,Silver,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Hatchback,,Used,222D5555
202207278203821,40046,2.0,2000,Diesel,Manual,16,Blue,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,222D556678
202209129682025,39980,2.0,2000,Diesel,Manual,0,Black,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#520794
202203093358721,39952,2.0,2000,Diesel,Manual,3541,Black,Audi,A3,2022,Ballybrit,Galway,Trade,2026-07-01,,,4,Hatchback,1,Used,222G1186
202205215962408,39900,2.0,2000,Diesel,Manual,1500,Grey,Audi,A3,2022,Waterford Road,Kilkenny,Trade,2026-08-01,,,4,Hatchback,1,Used,222KK676
202206217007576,39900,2.0,2000,Diesel,Manual,325,Black,Audi,A3,2022,Waterford Road,Kilkenny,Trade,,,,,Saloon,,Used,222D1152
202209270168976,39560,1.0,1000,Petrol,Manual,0,,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Saloon,,Used,222#520464
202204265061446,39532,2.0,2000,Diesel,Manual,100,Grey,Audi,A3,2022,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,222A
202208239065577,39459,1.0,1000,Petrol,Manual,939,Blue,Audi,A3,2022,Waterford,Waterford,Trade,,,,4,Saloon,1,Used,222W859
202208239065576,39459,1.0,1000,Petrol,Manual,939,Silver,Audi,A3,2022,Waterford,Waterford,Trade,,,,4,Saloon,1,Used,222W860
202110138433903,39421,1.6,1600,Diesel,Manual,15,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,222D4455667
202208259134939,39411,1.0,1000,Petrol,Manual,0,Silver,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Saloon,,Used,222#520828
202208269159422,38999,1.0,1000,Petrol,Manual,2000,Grey,Audi,A3,2022,Dublin 18,Dublin,Trade,2026-07-01,,,4,Hatchback,1,Used,222D5704
202208038429368,38950,1.0,1000,Petrol,Manual,15,Blue,Audi,A3,2022,Sligo,Sligo,Trade,,,,4,Saloon,,Used,222#520538
202204285120070,38657,1.0,1000,Petrol,Automatic,16,Silver,Audi,A3,2022,Dublin 18,Dublin,Trade,,,,4,Saloon,,Used,22233333
202205246047891,38541,1.0,1000,Petrol,Manual,100,Grey,Audi,A3,2022,Athlone,Westmeath,Trade,,,,4,Saloon,,Used,222I
202207207964966,38500,2.0,2000,Petrol,Manual,2,Black,Audi,A3,2022,Limerick,Limerick,Trade,2026-01-01,,,4,Saloon,1,Used,222D9502
202205266183758,38482,1.0,1000,Petrol,Manual,0,Silver,Audi,A3,2022,Ballybrit,Galway,Trade,,,,,Hatchback,,Used,222#520104
202208038418101,38359,1.0,1000,Petrol,Manual,15,Blue,Audi,A3,2022,Sligo,Sligo,Trade,,,,5,Saloon,,Used,222#520542
202209089578810,37995,2.0,2000,Diesel,Manual,500,Grey,Audi,A3,2022,Bishopstown,Cork,Trade,2026-07-01,,,4,Hatchback,1,Used,222C3053
202207027387067,37875,1.0,1000,Petrol,Manual,12,Black,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Saloon,,Used,222D333
202208269149368,37875,2.0,2000,Petrol,Manual,11,Grey,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Saloon,,Used,222D031
202209280206837,37833,1.0,1000,Petrol,Manual,100,Black,Audi,A3,2022,Athlone,Westmeath,Trade,,,,5,Hatchback,,Used,222H
202210130685066,37750,2.0,2000,Diesel,Manual,0,Blue,Audi,A3,2022,Limerick,Limerick,Trade,,,,4,Saloon,1,Used,222D17996
202208269149359,37275,1.0,1000,Petrol,Manual,12,Blue,Audi,A3,2022,Wexford Town,Wexford,Trade,,,,4,Hatchback,,Used,222D1313
202207298255126,37250,2.0,2000,Diesel,Manual,3700,Black,Audi,A3,2022,Dublin 11,Dublin,Trade,,,,,Hatchback,1,Used,222D9398
202207298255127,37250,2.0,2000,Diesel,Manual,2422,Silver,Audi,A3,2022,Dublin 11,Dublin,Trade,,,,,Hatchback,1,Used,222D9399
202207298255128,37250,2.0,2000,Diesel,Manual,1335,,Audi,A3,2022,Dublin 11,Dublin,Trade,,,,5,Hatchback,1,Used,222D9402
202208038418102,37245,2.0,2000,Diesel,Manual,200,Black,Audi,A3,2022,Sligo,Sligo,Trade,,,,5,Hatchback,1,Used,222D14926
202208038429071,36900,1.0,1000,Petrol,Manual,1850,Black,Audi,A3,2022,Waterford Road,Kilkenny,Trade,,,,,Saloon,1,Used,222D1332
202209260131855,36750,2.0,2000,Diesel,Manual,0,Blue,Audi,A3,2022,Dublin 11,Dublin,Trade,,,,,Hatchback,1,Used,222D18002
